id,type,name,description,target,belongs_to,pc,median_tau_score,ts_pc,sum_tau,Kang_Berch_Combined_Signature,Progerin_Signature,Serum_6hr_Signature_probeSet_summed2genes_before_LmFit,Serum_72hr_Signature_probeSet_summed2genes_before_LmFit,Serum_144hr_Signature_probeSet_summed2genes_before_LmFit,Serum_1hr_Signature_probeSet_summed2genes_before_LmFit,Serum_24hr_Signature_probeSet_summed2genes_before_LmFit
BRD-K77641333,CP,naphazoline,"adrenergic receptor agonist, peptide agonist","ADRA1A, ADRA2A",,"0.00, 0.00",-7.19,"1.15, 0.33",-60.96,-38.91,-75.64,-28.12,-7.19,21.8,59.07,8.03
BRD-K92073408,CP,norethisterone,ovulation inhibitor,PGR,,"1.43, 0.00",-3.63,"0.67, 0.20",-61.29,-3.63,-28.4,0.7,-0.32,19.45,-6.57,-42.52
BRD-K47693913,CP,evoxine,antagonist of strychnine and pentylenetrazole; enhances effects of narcotics,,,"0.00, 0.00",-9.66,"0.94, 0.32",-61.41,-53.11,-78.06,-16.74,-9.66,41.47,34.38,20.31
BRD-K19687926,CP,lapatinib,"EGFR inhibitor, EGFR antagonist, epidermal growth factor receptor (EGFR) inhibitor, receptor tyrosine protein kinase inhibitor, tyrosine kinase inhibitor","EGFR, ERBB2, CYP3A5",,"1.43, 1.43",-2.04,"1.16, 0.26",-61.44,-62.95,-37.48,48.81,-2.04,0,51.18,-58.96
BRD-K94441233,CP,mevastatin,HMGCR inhibitor,HMGCR,HMGCR inhibitor,"0.00, 0.00",-7.25,"1.23, 0.18",-61.52,-21.6,13.73,24.86,-33.16,-5.59,-7.25,-32.51
BRD-K76674262,CP,homoharringtonine,"apoptosis stimulant, protein synthesis inhibitor",RPL3,Protein synthesis inhibitor,"0.00, 0.00",0,"2.88, 0.75",-61.64,-11.34,30.68,-88.98,92.74,0,-95.63,10.89
BRD-K16336526,CP,capsaicin,"TRPV agonist, NFkB pathway inhibitor, tumor NADH oxidase inhibitor","TRPV1, CFTR, ENOX2",,"0.00, 0.00",-4.56,"1.43, 0.47",-61.82,-12.45,-75.67,26.19,13.51,-5.39,-4.56,-3.45
BRD-K18523449,CP,mestanolone,androgenic steroid,,Androgen receptor modulator,"0.00, 0.00",-3.64,"1.38, 0.44",-61.89,7.78,-15.08,2.18,-0.22,-11.88,-3.64,-41.03
BRD-K00532621,CP,midazolam,"benzodiazepine receptor agonist, GABA benzodiazepine site receptor agonist","CYP3A5, CYP3A7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3",Benzodiazepine receptor agonist,"0.00, 0.00",-0.9,"1.90, 0.82",-62.13,-32.91,-47.4,2.92,23.61,-0.9,-7.45,0
BRD-A56359832,CP,zileuton,"leukotriene synthesis inhibitor, lipoxygenase inhibitor",ALOX5,,"0.00, 0.00",-7.5,"0.57, 0.07",-62.15,-36.8,-7.5,-35.16,-4,-2.11,50.58,-27.16
BRD-A77722753,CP,hydralazine,smooth muscle relaxant,"AOC3, P4HA1",,"1.43, 1.43",-15.29,"0.98, 0.30",-62.29,-12.37,-36.07,-15.29,-15.63,11.67,-19.57,24.97
BRD-A36318220,CP,necrostatin-1,"RIPK inhibitor, indoleamine 2,3-dioxygenase inhibitor","IDO1, KRR1, RIPK1",,"0.00, 0.00",1.94,"0.58, 0.11",-62.46,5.28,-51.27,23.58,-3.07,1.94,21.35,-60.27
BRD-A47598013,CP,citalopram,"serotonin reuptake inhibitor, serotonin uptake inhibitor","SLC6A4, SLC6A2",,"2.86, 0.00",-13.69,"1.09, 0.23",-62.5,-13.69,22.02,-27.4,-0.88,-14.96,-29.65,2.06
BRD-A42553870,CP,L-152804,neuropeptide receptor antagonist,NPY5R,,"0.00, 0.00",-4.84,"0.95, 0.26",-62.71,-54.57,-20.23,-44.04,-4.84,26.43,21.38,13.16
BRD-K04412738,CP,tramadol,"opioid receptor agonist, norepinephrine reputake inhibitor, serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, OP3 receptor agonist, serotonin uptake inhibitor","OPRM1, SLC6A2, SLC6A4, CHRFAM7A, CHRM3, CYP2B6, GRIN3A, HTR2C, OPRD1, OPRK1",,"0.00, 0.00",-21.11,"1.77, 0.44",-62.79,9.78,50.17,22.8,-21.11,-67.94,-33.14,-23.35
BRD-K77690805,CP,BRD-K77690805,pyruvate kinase isozyme activator,PKM,,"0.00, 0.00",-4.44,"0.74, 0.14",-62.87,-18.44,-37.42,4.97,3.42,-1.88,-4.44,-9.08
BRD-K70301876,CP,escitalopram,"selective serotonin reuptake inhibitor (SSRI), serotonin reuptake inhibitor","SLC6A4, ADRA1A, CHRM1, CYP2C19, HRH1, SLC6A2, SLC6A3",,"0.00, 0.00",-0.56,"0.45, 0.13",-62.89,-16.99,-68.05,-44.04,-0.56,13.68,53.56,-0.49
BRD-K15935639,CP,z-leu3-VS,"PGPH inhibitor, proteasome inhibitor",,Proteasome inhibitor,"0.00, 0.00",1.68,"3.00, 0.82",-62.97,82.49,32.87,-86.73,58.16,-66.95,-84.49,1.68
BRD-K79759585,CP,sildenafil,phosphodiesterase inhibitor,"PDE5A, PDE6G, PDE6H, SLCO1B1, SLCO1B3",,"0.00, 0.00",-9.02,"0.58, 0.10",-63.3,-23.49,3.98,-9.02,-18.93,-0.56,-13.93,-1.35
BRD-U88459701,CP,atorvastatin,"HMGCR inhibitor, dipeptidyl peptidase inhibitor, tumor necrosis factor expression inhibitor","HMGCR, DPP4, AHR, CYP3A5, FASLG",HMGCR inhibitor,"5.71, 1.43",-0.49,"1.50, 0.41",-63.58,-82.53,-30.62,47.82,-0.49,41.61,42.38,-81.75
BRD-K76907295,CP,VU-0418947-2,hypoxia inducible factor activator,,HIF activator,"3.17, 1.59",-9.14,"1.82, 0.63",-63.61,90.2,55.93,-9.14,9.72,-66.9,-85.68,-57.74
BRD-K13725475,CP,rhodomyrtoxin,"cytotoxic, DNA intercalator",,,"1.59, 1.59",-0.7,"1.24, 0.32",-63.88,1.52,-45.91,-0.7,18.12,-21.93,8.43,-23.41
BRD-A02710418,CP,meptazinol,opioid receptor agonist,BCHE,,"1.43, 1.43",-10.31,"1.05, 0.41",-63.9,-20.15,-10.31,-12.82,0.03,1.37,10.42,-32.44
BRD-K01567962,CP,pyrazolanthrone,"JNK inhibitor, AP inhibitor, dual specificity protein kinase inhibitor, leucine rich repeat kinase inhibitor","MAPK10, MAPK8, MAPK9, TTK, LRRK2, MAPK8IP1",,"0.00, 0.00",-7.71,"0.68, 0.16",-63.91,-38.16,-39,-16.46,-7.71,13.28,14.93,9.21
BRD-K59753853,CP,MDL-29951,"glutamate receptor antagonist, fructose biphosphate inhibitor, UDP/CysLT (GPR17, P2Y-like) Agonists","FBP1, GPR17",,"0.00, 0.00",-2.68,"1.28, 0.45",-63.95,-2.68,9.55,11.55,5.12,-41.92,-28.6,-16.97
BRD-K89930444,CP,AG-592,tyrosine kinase inhibitor,,,"0.00, 0.00",-32.34,"1.82, 0.48",-64.21,89.46,57.71,-32.34,63.73,-69.88,-92.82,-80.07
BRD-K09764130,CP,mead-ethanolamide,cannabinoid receptor agonist,,,"2.86, 0.00",-2.36,"0.76, 0.18",-64.32,24.79,-2.36,17.76,-52.74,-10.43,3,-44.34
BRD-K31920458,CP,mestranol,estrogen receptor agonist,ESR1,,"0.00, 0.00",-16.88,"0.48, 0.06",-64.47,-18.89,-33.59,-30.73,13.75,-16.88,22.93,-1.06
BRD-K34014345,CP,naproxol,antiinflammatory agent,"PTGS1, PTGS2",,"1.43, 0.00",-18.27,"0.80, 0.20",-64.55,22.17,-18.27,32.83,4.08,-31.71,-22.21,-51.44
BRD-K98521173,CP,desoxycortone,mineralocorticoid receptor agonist,"NR3C1, NR3C2",,"1.43, 1.43",10.28,"1.17, 0.31",-64.69,-84.61,-97.01,-57.84,19.69,10.28,71.94,72.86
BRD-K24576554,CP,AT-9283,"Aurora kinase inhibitor, JAK inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, mitotic inhibitor, protein kinase inhibitor","AURKA, AURKB, ABL1, BCR, FLT3, JAK2, JAK3, RPS6KA6, STK17A",Aurora kinase inhibitor,"1.59, 1.59",-5.52,"0.88, 0.31",-65.1,-62.99,16.4,-98.62,-8.81,7.14,-5.52,87.3
BRD-K02581333,CP,protein-tyrosine-phosphatase-inhibitor-IV,tyrosine phosphatase inhibitor,"PTPN1, PTPN11",,"0.00, 0.00",-0.53,"1.25, 0.42",-65.22,25.81,14.6,-11.72,9.32,-19.33,-83.37,-0.53
BRD-K60230970,CP,MG-132,proteasome inhibitor,PSMB1,Proteasome inhibitor,"0.00, 0.00",16.71,"2.30, 0.69",-65.32,61.69,16.71,-95.81,56.67,-86.41,-86.77,68.6
BRD-A03816571,CP,CP-55940,"cannabinoid receptor agonist, CC chemokine receptor antagonist","CNR1, CNR2, CXCR4, GPR55",,"0.00, 0.00",0,"1.01, 0.33",-65.42,16.99,-35.65,-48.45,-0.81,0,2.5,0
BRD-K19894101,CP,MST-312,telomerase inhibitor,TERT,,"2.86, 1.43",1.3,"1.36, 0.32",-65.5,21.33,5.73,83.06,1.3,-24.97,-82.38,-69.57
BRD-K31238592,CP,devazepide,"CCK receptor antagonist, gastrin inhibitor","CCKAR, CCKBR, GAST",CCK receptor antagonist,"0.00, 0.00",16.03,"1.43, 0.45",-65.66,16.03,-48.93,-94.82,56.65,-61.77,37.55,29.63
BRD-K36009368,CP,NNC-63-0532,opioid receptor agonist,OPRL1,,"0.00, 0.00",-5.14,"0.88, 0.19",-65.81,-5.14,-1.69,1.37,-6.05,-32.28,-21.42,-0.6
BRD-K68620903,CP,dydrogesterone,progesterone receptor agonist,PGR,,"0.00, 0.00",-1.55,"0.98, 0.32",-65.88,-15.6,-1.55,-28.76,-49.71,4.73,23.88,1.13
BRD-K36740062,CP,GSK-1070916,Aurora kinase inhibitor,"AURKB, AURKC, AURKA, CYP2D6, CYP3A4",Aurora kinase inhibitor,"2.86, 2.86",-7.58,"1.24, 0.53",-66.05,6.45,-42.21,91.89,29.22,-7.58,-74.99,-68.83
BRD-K30867024,CP,SB-216641,serotonin receptor antagonist,"HTR1B, HTR1D, HTR1A, HTR2A, HTR2B, HTR2C",Serotonin receptor antagonist,"1.43, 1.43",-4.22,"0.78, 0.13",-66.27,-36.09,-50.64,12.64,3.66,-7.33,15.71,-4.22
BRD-K41895714,CP,AS-605240,"Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor","MAOB, PIK3CA, PIK3CB, PIK3CD, PIK3CG",PI3K inhibitor,"5.71, 2.86",-4.63,"1.70, 0.61",-66.27,-46.61,7.79,98.1,-0.56,-4.63,-21.98,-98.38
BRD-K21733600,CP,rofecoxib,cyclooxygenase inhibitor,"PTGS2, CYP3A4, ELN",,"0.00, 0.00",3,"0.57, 0.15",-66.28,-25.13,-61.51,10.91,3,-4.62,8,3.07
BRD-K09900591,CP,caffeic-acid,"lipoxygenase inhibitor, HIV integrase inhibitor, NFkB pathway inhibitor, nitric oxide production inhibitor, PPAR receptor modulator, tumor necrosis factor production inhibitor","ALOX5, MIF, RELA, TNF",,"3.17, 0.00",0,"1.11, 0.36",-66.31,-90.3,-77.97,-26.05,32.31,0,65.02,30.68
BRD-K48923948,CP,BMS-641988,androgen receptor antagonist,AR,,"4.29, 1.43",-4.39,"2.52, 0.60",-66.35,-79.15,-38.11,16.56,-4.39,26.19,71.21,-58.66
BRD-K61737877,CP,VEGF-receptor-2-kinase-inhibitor-IV,VEGFR inhibitor,KDR,,"0.00, 0.00",-8.99,"0.90, 0.31",-66.52,-23.37,-73.47,33.57,-8.99,0.85,30.03,-25.14
BRD-K20338176,CP,cefaclor,cell wall synthesis inhibitor,,,"1.43, 1.43",-3.77,"0.98, 0.34",-66.69,-3.77,27.67,-63.49,3.14,1.45,-8.17,-23.52
BRD-A24429032,CP,HEAT,adrenergic receptor antagonist,ADRA1A,,"0.00, 0.00",-3.35,"1.06, 0.27",-66.7,-33.66,16.62,-3.35,-56.25,25.53,19.19,-34.78
BRD-A26095496,CP,clobetasol,glucocorticoid receptor agonist,"NR3C1, PLA2G1B",Glucocorticoid receptor agonist,"1.43, 0.00",-6.4,"1.44, 0.73",-66.74,35.19,-62.37,-5.71,-12.98,-0.95,-13.52,-6.4
BRD-A04308630,CP,genipin,"aglycone, nitric oxide production inhibitor",,,"1.59, 0.00",11.38,"2.50, 0.86",-66.77,68.11,28.34,62.74,11.38,-68.76,-72.7,-95.88
BRD-K86727142,CP,embelin,"HCV inhibitor, XIAP inhibitor",XIAP,,"0.00, 0.00",5.36,"0.69, 0.23",-66.78,28.62,5.36,11.47,42.18,-37.28,-46.45,-70.68
BRD-K34441861,CP,moexipril,"angiotensin converting enzyme inhibitor, phosphodiesterase inhibitor","ACE, ACE2",,"1.43, 0.00",-2.78,"1.23, 0.51",-66.9,-53,-14.39,38.84,6.91,0,-2.78,-42.48
BRD-K24675965,CP,LY-288513,CCK receptor antagonist,CCKBR,,"0.00, 0.00",-1.23,"0.94, 0.19",-66.92,18.36,-34.51,-31.34,-52.21,0.99,33.02,-1.23
BRD-K54210043,CP,NS-1619,"calcium channel activator, large conductance potassium channel activator","KCNMA1, KCNT1, KCNT2, KCNU1",,"0.00, 0.00",0.11,"0.84, 0.17",-67.01,-36.03,-60.55,-8.45,3.56,13.86,20.49,0.11
BRD-K11717138,CP,benzbromarone,"calcium-activated chloride channel blocker, uric acid diuretic","ABCC1, SLC22A12",,"0.00, 0.00",-1.72,"0.52, 0.11",-67.07,3.92,-59.95,2.87,-8.35,-2.43,-1.41,-1.72
BRD-K77390737,CP,xanthohumol,"aromatase inhibitor, diacylglycerol O acyltransferase inhibitor, valosin containing protein inhibitor","CYP19A1, VCP",,"0.00, 0.00",3.69,"1.35, 0.38",-67.15,8.52,-29.25,-60.86,3.69,-18.39,15.22,13.92
BRD-K66019333,CP,oxantel,fumarate reductase inhibitor,,,"0.00, 0.00",-7.51,"0.78, 0.15",-67.24,0.67,-1.73,-24.24,-24.88,-7.51,14.23,-23.78
BRD-K11853856,CP,PJ-34,PARP inhibitor,"EEF2, PARP1, PARP15, PARP3",PARP inhibitor,"0.00, 0.00",-4.37,"0.83, 0.23",-67.26,-15.91,-4.37,19.48,0,-2.22,-55.24,-9
BRD-A55962179,CP,omeprazole,"ATPase inhibitor, ABC transporter expression enhancer","ATP4A, CLCN2, CYP1A2, CYP2C19",,"0.00, 0.00",1.76,"1.30, 0.36",-67.32,-48.23,-23.43,-10.88,1.76,3,2.04,8.42
BRD-A71157293,CP,fursultiamine,thiamine deriviative,,,"3.17, 1.59",2.36,"1.40, 0.47",-67.64,13.23,2.36,30.09,-91.19,22.07,-2.01,-42.19
BRD-K53523901,CP,arctigenin,"adiponectin receptor agonist, AP inhibitor, aryl hydrocarbon receptor antagonist, HIV integrase inhibitor, MEK inhibitor, NFkB pathway inhibitor, topoisomerase inhibitor","ADIPOR1, AHR, CHUK, MAP2K1",,"1.43, 0.00",0,"0.69, 0.15",-67.69,9.07,-43.61,-74.86,0,-0.88,10.85,31.74
BRD-K54462405,CP,doxepin,"histamine receptor antagonist, adrenergic transmitter uptake inhibitor, histamine receptor inhibitor, norepinephrine reputake inhibitor, serotonin reuptake inhibitor, tricyclic antidepressant","HRH1, HRH2, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD2, HRH4, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, KCNH2, SLC6A3",,"0.00, 0.00",-7.02,"0.86, 0.24",-67.74,-52.45,-59.54,-7.02,-10.32,-0.6,60.18,2.01
BRD-K69470111,CP,montelukast,leukotriene receptor antagonist,"CYSLTR1, ALOX5, CYP2C8",,"0.00, 0.00",1.51,"0.89, 0.22",-67.9,-46.78,-49.87,1.69,20.99,12.84,1.51,-8.28
BRD-A25234499,CP,aminoglutethimide,"antiglucocorticoid, aromatase inhibitor, corticosteroid antagonist, steroid sulfatase inhibitor","CYP19A1, CYP11A1, NR3C1",,"0.00, 0.00",-0.95,"0.45, 0.10",-68.17,-3.24,-16.26,7.49,-0.95,2.14,5.25,-62.6
BRD-K36153907,CP,KU-C103885,cystic fibrosis transmembrane conductance regulator inhibitor,,,"1.59, 1.59",-18.08,"1.35, 0.26",-68.33,42.39,73.76,-21.41,5.04,-59.68,-90.35,-18.08
BRD-K54094468,CP,remoxipride,dopamine receptor antagonist,"DRD2, DRD3, DRD4, HTR2A, SIGMAR1",,"1.43, 0.00",-1.59,"0.72, 0.16",-68.55,-1.59,-39.65,-8.4,2.18,-33.14,9.87,2.18
BRD-K29733039,CP,deforolimus,"mTOR inhibitor, angiogenesis inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor, serine/threonine kinase inhibitor, VEGFR antagonist",MTOR,MTOR inhibitor,"2.86, 0.00",-31.29,"1.78, 0.55",-68.69,-45.6,-31.29,47.01,2.26,-76.23,92.21,-57.05
BRD-K38323065,CP,phenacetin,cyclooxygenase inhibitor,PTGS1,Cyclooxygenase inhibitor,"1.43, 1.43",-16.29,"0.81, 0.15",-69.18,-59.9,-37.75,-17.96,-16.29,18.88,42.47,1.37
BRD-K39111395,CP,BCL2-inhibitor,BCL inhibitor,BCL2,BCL inhibitor,"2.86, 0.00",-7.31,"1.31, 0.45",-69.4,30.32,-0.35,-4.48,-11.17,-7.31,-62.6,-13.81
BRD-A39747742,CP,estradiol-valerate,estrogen receptor agonist,ESR1,Estrogen receptor agonist,"0.00, 0.00",-10.96,"1.16, 0.43",-69.43,10.22,35.21,-39.7,-10.96,-16.13,-57.21,9.14
BRD-K61829047,CP,7b-cis,exportin antagonist,XPO1,,"1.43, 1.43",17.26,"2.61, 0.70",-69.6,82.27,17.26,52.66,20.73,-74.45,-83.25,-84.82
BRD-K80725632,CP,lavendustin-c,epidermal growth factor receptor (EGFR) inhibitor,"CAMK2A, EGFR, SRC",,"0.00, 0.00",0,"1.09, 0.26",-69.8,4.33,14.24,-90.59,0,-0.99,3.21,0
BRD-M30523314,CP,vinorelbine,"tubulin inhibitor, apoptosis stimulant, microtubule inhibitor, mitosis inhibitor, mitotic inhibitor, tubulin polymerisation inhibitor, vinca alkaloid",TUBB,Tubulin inhibitor,"1.43, 0.00",-3.84,"1.24, 0.56",-69.84,-65.06,-95.21,-98.56,-3.84,78.43,53.88,60.52
BRD-A16820783,CP,BRD-A16820783,phosphodiesterase inhibitor,,,"1.43, 1.43",-12.51,"1.20, 0.42",-69.85,44.13,-17.02,-11.6,15.52,-53.53,-34.84,-12.51
BRD-A67862938,CP,naftidrofuryl,adrenergic receptor antagonist,,,"0.00, 0.00",-4.33,"1.30, 0.57",-70.04,-4.33,-37.55,-9.79,-0.39,0,13.85,-31.83
BRD-K94294671,CP,OSI-027,mTOR inhibitor,MTOR,MTOR inhibitor,"8.57, 7.14",2.95,"1.35, 0.56",-70.44,7.35,15.44,99.33,-34.86,2.95,-70.32,-90.33
BRD-K33483813,CP,actarit,interleukin receptor agonist,,,"3.57, 0.00",21.25,"1.20, 0.30",-70.48,-70.73,-97.6,-90,62.64,21.25,55.16,48.8
BRD-K08973992,CP,linoleic-acid,oxidative stress inducer,"FABP4, FFAR1, FFAR4, HNF4A, KCNB1, PPARG, TRPM8",,"1.59, 0.00",-7.36,"1.27, 0.38",-70.55,-37.3,-7.36,-27.04,-21.48,14.32,-3.21,11.52
BRD-A62071884,CP,siguazodan,"histamine receptor antagonist, phosphodiesterase inhibitor",PDE3A,,"0.00, 0.00",-21.55,"1.00, 0.30",-70.85,-1.62,63.52,-34.97,-48.54,-1.73,-21.55,-25.96
BRD-K07881437,CP,danusertib,"Aurora kinase inhibitor, growth factor receptor inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, FGFR inhibitor, mitotic inhibitor, protein kinase inhibitor, RET tyrosine kinase inhibitor","AURKA, AURKB, AURKC, FGFR1, NTRK1, RET, BCR, SLK",Aurora kinase inhibitor,"0.00, 0.00",-8.29,"2.02, 0.48",-70.95,11.25,-12.38,15.92,-8.29,-46.8,-2.15,-28.5
BRD-K90259198,CP,W-7,"calmodulin antagonist, potassium channel blocker, squalene monooxygenase channel blocker","CALM1, CALM2, KCNA5, KCNH2, TNNC1, TNNI3",,"0.00, 0.00",-23.31,"1.80, 0.43",-70.98,17.24,30.52,62.53,-23.31,-43.25,-81.1,-33.61
BRD-A71816415,CP,pravastatin,HMGCR inhibitor,"HMGCR, SLCO1B1",,"0.00, 0.00",-7.21,"0.97, 0.33",-71.22,-1.02,14.17,-7.64,-44.42,-7.21,-3.04,-22.06
BRD-A65145453,CP,ATPA,glutamate receptor agonist,"GRIK1, GRIA2",,"1.59, 1.59",-2.49,"1.16, 0.27",-71.69,-8.9,-2.49,-58.08,-3.56,5.22,-2.44,-1.44
BRD-A82656074,CP,naltrindole,opioid receptor antagonist,"OPRD1, OPRK1, OPRM1",,"1.43, 0.00",-3.07,"0.94, 0.36",-71.77,35.35,47.77,-3.07,-1.9,-85.78,-36.94,-27.2
BRD-K63828191,CP,raloxifene,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM), ALK expression enhancer, cholesterol inhibitor, endoglin expression enhancer, estrogen receptor agonist","ESR1, ESR2, ACVRL1, ENG",Estrogen receptor antagonist,"0.00, 0.00",0.53,"0.43, 0.34",-71.79,4.02,-40.18,11.58,7.39,-33.46,0.53,-21.67
BRD-A22897758,CP,pinacidil,"ATP channel activator, potassium channel agonist","ABCC9, KCNJ8",,"0.00, 0.00",2.78,"1.16, 0.40",-71.8,-95.81,-46.73,1.97,9.01,2.78,48.02,8.96
BRD-A04327189,CP,synephrine,"adrenergic receptor agonist, L-type calcium channel activator",ADRA1A,,"1.43, 0.00",0.18,"1.10, 0.23",-71.8,-57.8,-39.04,22.43,0.18,2.04,2.26,-1.87
BRD-K10098805,CP,rhapontin,apoptosis inducer,,,"0.00, 0.00",-2.12,"1.17, 0.34",-72,-2.12,9.8,38.42,63.05,-59.63,-39.53,-81.99
BRD-K12079898,CP,PD-160170,neuropeptide receptor antagonist,NPY1R,,"0.00, 0.00",-11.76,"1.17, 0.32",-72.14,11.95,-15.51,-19.75,0.28,-7.02,-11.76,-30.33
BRD-K69023402,CP,thapsigargin,"ATPase inhibitor, calcium channel blocker, PKC activator",ATP2A1,,"3.17, 3.17",1.76,"1.59, 0.48",-72.15,1.76,8.11,4.59,25.84,-63.09,-36.35,-13.01
BRD-A24643465,CP,homoharringtonine,"apoptosis stimulant, protein synthesis inhibitor",RPL3,,"1.43, 0.00",0,"2.46, 0.69",-72.25,-5.04,27.83,-91.37,87.33,0,-91,0
BRD-K99451608,CP,lopinavir,HIV protease inhibitor,,HIV protease inhibitor,"0.00, 0.00",-2.33,"1.15, 0.41",-72.33,-51.48,-66.33,11.81,54.19,-2.33,2.89,-21.08
BRD-A18202423,CP,CPCCOEt,glutamate receptor antagonist,GRM1,,"0.00, 0.00",1.13,"0.74, 0.25",-72.36,1.16,-50.98,16.19,-42.11,13.27,1.13,-11.02
BRD-K60298136,CP,ITE,"aryl hydrocarbon receptor agonist, aryl hydrocarbon receptor ligand",AHR,,"0.00, 0.00",-6.37,"1.24, 0.36",-72.61,-6.52,-6.37,33.94,-42.98,0.35,-45.47,-5.56
BRD-K41713976,CP,E-4031,"polarization inhibitor, potassium channel antagonist, potassium channel blocker","KCNH2, KCNH1",,"0.00, 0.00",-2.64,"0.72, 0.18",-72.74,-43.9,-12.63,-18.26,1.66,3.28,-2.64,-0.25
BRD-K32696739,CP,noreleagnine,"imidazoline receptor ligand, serotonin receptor ligand","ADRA2A, ADRA2B, ADRA2C, HTR2A, MAOA, MAOB",,"0.00, 0.00",-0.21,"1.11, 0.23",-72.79,1.76,-53.44,0.85,-0.21,-1.16,3.1,-23.69
BRD-A17819071,CP,gedunin,HSP inhibitor,HSP90AA1,,"1.59, 0.00",0,"1.02, 0.28",-72.84,-21.07,-70.27,-73.33,0,13.39,8.84,69.6
BRD-K52394958,CP,GR-159897,tachykinin antagonist,"TACR2, TAC1",Tachykinin antagonist,"0.00, 0.00",-4.52,"1.24, 0.28",-72.89,-25.02,34.53,-30.68,-0.99,-48.43,-4.52,2.22
BRD-K83963101,CP,MLN-8054,"Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor",AURKA,,"0.00, 0.00",-22.14,"1.11, 0.33",-72.92,-25.01,-86.82,60.05,-22.14,13.88,28.33,-41.21
BRD-K87932577,CP,CDK1-5-inhibitor,CDK inhibitor,"CDK1, CDK5, GSK3B","CDK inhibitor, Glycogen synthase kinase inhibitor","0.00, 0.00",-1.48,"0.94, 0.28",-73.02,-1.48,-44.18,-95.98,-13.84,24.22,21.76,36.48
BRD-A51820102,CP,econazole,"cell wall synthesis inhibitor, lanosterol demethylase inhibitor, sterol demethylase inhibitor","CYP51A1, NPY1R, NPY2R, TRPM2, TRPV5",Sterol demethylase inhibitor,"5.71, 0.00",-10.4,"0.51, 0.15",-73.06,-27.68,-18.64,-54.62,0.88,1.36,36.04,-10.4
BRD-A50764878,CP,MDL-73005EF,"serotonin receptor antagonist, serotonin receptor partial agonist",HTR1A,,"0.00, 0.00",-5.93,"0.63, 0.07",-73.46,-5.99,-51.2,-1.48,-0.18,7.92,-5.93,-16.6
BRD-K89237706,CP,noscapine,"bradykinin receptor antagonist, tubulin polymerization inhibitor, apoptosis stimulant, microtubule inhibitor, tubulin inhibitor","BDKRB2, SIGMAR1",,"3.17, 3.17",-5.15,"0.80, 0.13",-74.32,-30.99,-82.58,50.72,-5.15,10.33,4.44,-21.09
BRD-K32828673,CP,chelidonine,tubulin polymerization inhibitor,,Tubulin inhibitor,"1.59, 0.00",-4.33,"1.86, 0.72",-74.44,-32.85,2.54,-96.58,-13.99,0,-4.33,70.77
BRD-K53665955,CP,MK-5108,Aurora kinase inhibitor,"AURKA, AURKB, AURKC",Aurora kinase inhibitor,"1.59, 0.00",-4.62,"1.05, 0.53",-74.49,-16.99,19.82,-53.53,-35.43,16.26,-4.62,0
BRD-K92731339,CP,perindopril,angiotensin converting enzyme inhibitor,ACE,,"0.00, 0.00",-21.89,"0.61, 0.22",-74.58,-33.66,-21.89,-31.79,-31.62,11.17,33.77,-0.56
BRD-K57926513,CP,tyrphostin-AG-1295,"FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor","FLT3, KDR, PDGFRA, PDGFRB",,"1.43, 0.00",-5.82,"1.66, 0.44",-74.84,-64.36,-69.58,-68.4,-5.82,3.52,51.81,77.99
BRD-K72034655,CP,peucedanin,"apoptosis inducer, antileukemic",,,"2.86, 2.86",-16.97,"1.21, 0.50",-75.01,-26.74,-16.97,-65.52,-59.01,0.55,18.26,74.42
BRD-K60923938,CP,veratridine,sodium channel activator,"SCN1A, SCN3A, SCN8A, SCN9A",,"0.00, 0.00",3.42,"1.07, 0.30",-75.25,-50.56,-60.25,-39.88,3.42,40.95,22.38,8.69
BRD-K88742110,CP,BRD-K88742110,"HDAC inhibitor, interleukin synthesis inhibitor","HDAC8, IL1B",,"0.00, 0.00",-1.37,"0.26, 0.17",-75.33,-64.21,-90.81,-1.52,1.23,34.15,47.2,-1.37
BRD-K79511609,CP,BRD-K79511609,adenosine receptor agonist,"ADORA1, ADORA2A, ADORA2B",,"1.79, 0.00",6.48,"1.13, 0.27",-75.59,-84.35,-91.81,-28.29,49.9,16.4,56.08,6.48
